180;Urząd Skarbowy;Wołomin;05-200;Przejazd 2;49101010100160562221000000;96101010100160562222000000;46101010100160562223000000;40101010100160562227000000
181;Urząd Skarbowy;Wyszków;07-200;Generała Józefa Sowińskiego 82;34101010100433682221000000;81101010100433682222000000;31101010100433682223000000;25101010100433682227000000
182;Urząd Skarbowy;Zwoleń;26-700;Wojska Polskiego 39;30101010100350732221000000;77101010100350732222000000;27101010100350732223000000;21101010100350732227000000
183;Urząd Skarbowy;Żuromin;09-300;Plac Piłsudskiego 4;82101010100917892221000000;32101010100917892222000000;79101010100917892223000000;73101010100917892227000000
184;Urząd Skarbowy;Żyrardów;96-300;1 Maja 49A;53101010100162032221000000;03101010100162032222000000;50101010100162032223000000;44101010100162032227000000
185;Urząd Skarbowy;Brzeg;49-305;Składowa 2;31101014010047892221000000;78101014010047892222000000;28101014010047892223000000;22101014010047892227000000
186;Urząd Skarbowy;Głubczyce;48-100;Fabryczna 2;14101014010048192221000000;61101014010048192222000000;11101014010048192223000000;05101014010048192227000000
187;Urząd Skarbowy;Kędzierzyn Koźle;47-224;Piotra Skargi 19;61101014010047762221000000;11101014010047762222000000;58101014010047762223000000;52101014010047762227000000
188;Urząd Skarbowy;Kluczbork;46-200;Sienkiewicza 22;52101014010052942221000000;02101014010052942222000000;49101014010052942223000000;43101014010052942227000000
189;Urząd Skarbowy;Krapkowice;47-300;Opolska 96A;69101014010055552221000000;19101014010055552222000000;66101014010055552223000000;60101014010055552227000000
190;Urząd Skarbowy;Namysłów;46-100;Plac Wolności 1;22101014010048222221000000;69101014010048222222000000;19101014010048222223000000;13101014010048222227000000
191;Urząd Skarbowy;Nysa;48-300;Bolesława Krzywoustego 23;80101014010053532221000000;30101014010053532222000000;77101014010053532223000000;71101014010053532227000000
192;Urząd Skarbowy;Oleśno;46-300;Jana Pieloka 21;42101014010007072221000000;89101014010007072222000000;39101014010007072223000000;33101014010007072227000000
193;Pierwszy Urząd Skarbowy;Opole;45-331;Tadeusza Rejtana 3B;93101014010012962221000000;43101014010012962222000000;90101014010012962223000000;84101014010012962227000000
194;Drugi Urząd Skarbowy;Opole;45-358;Cementowa 6;35101014010007652221000000;82101014010007652222000000;32101014010007652223000000;26101014010007652227000000
195;Urząd Skarbowy;Prudnik;48-200;Kopernika 1A;44101014010048062221000000;91101014010048062222000000;41101014010048062223000000;35101014010048062227000000
196;Urząd Skarbowy;Strzelce Opolskie;47-100;Opolska 13;39101014010047922221000000;86101014010047922222000000;36101014010047922223000000;30101014010047922227000000
197;Urząd Skarbowy;Brzozów;36-200;Kazimierzowska 1;90101015280910952221000000;40101015280910952222000000;87101015280910952223000000;81101015280910952227000000
198;Urząd Skarbowy;Dębica;39-200;Kolejowa 21;75101015280003582221000000;25101015280003582222000000;72101015280003582223000000;66101015280003582227000000
199;Urząd Skarbowy;Jarosław;37-500;Przemysłowa 2 A;86101015280056852221000000;36101015280056852222000000;83101015280056852223000000;77101015280056852227000000
200;Urząd Skarbowy;Jasło;38-200;Stanisława Staszica 3;02101015280015312221000000;49101015280015312222000000;96101015280015312223000000;90101015280015312227000000
201;Urząd Skarbowy;Kolbuszowa;36-100;Tadeusza Kościuszki 20;89101015282006442221000000;39101015282006442222000000;86101015282006442223000000;80101015282006442227000000
202;Urząd Skarbowy;Krosno;38-400;Składowa 5;94101015280039422221000000;44101015280039422222000000;91101015280039422223000000;85101015280039422227000000
203;Urząd Skarbowy;Lesko;38-600;Rynek 1;95101015280911092221000000;45101015280911092222000000;92101015280911092223000000;86101015280911092227000000
204;Urząd Skarbowy;Leżajsk;37-300;Plac Targowy 3;76101015282005302221000000;26101015282005302222000000;73101015282005302223000000;67101015282005302227000000
205;Urząd Skarbowy;Lubaczów;37-600;Jana III Sobieskiego 6;84101015280057572221000000;34101015280057572222000000;81101015280057572223000000;75101015280057572227000000
206;Urząd Skarbowy;Łańcut;37-100;Józefa Piłsudskiego 11;57101015282011172221000000;07101015282011172222000000;54101015282011172223000000;48101015282011172227000000
207;Urząd Skarbowy;Mielec;39-300;Stefana Żeromskiego 13;96101015282002952221000000;46101015282002952222000000;93101015282002952223000000;87101015282002952227000000
208;Urząd Skarbowy;Przemyśl;37-700;Lwowska 9A;15101015280020332221000000;62101015280020332222000000;12101015280020332223000000;06101015280020332227000000
209;Urząd Skarbowy;Przeworsk;37-200;Tysiąclecia 1;32101015280057862221000000;79101015280057862222000000;29101015280057862223000000;23101015280057862227000000
210;Urząd Skarbowy;Ropczyce;39-100;Świętej Barbary 12;05101015282011462221000000;52101015282011462222000000;02101015282011462223000000;93101015282011462227000000
211;Pierwszy Urząd Skarbowy;Rzeszów;35-309;Podwisłocze 42;92101015280010072221000000;42101015280010072222000000;89101015280010072223000000;83101015280010072227000000
212;Drugi Urząd Skarbowy;Rzeszów;35-234;Lucjana Siemieńskiego 18;85101015280010652221000000;35101015280010652222000000;82101015280010652223000000;76101015280010652227000000
213;Urząd Skarbowy;Sanok;38-500;Sienkiewicza 1;73101015280911252221000000;23101015280911252222000000;70101015280911252223000000;64101015280911252227000000
214;Urząd Skarbowy;Stalowa Wola;37-450;Metalowców 6;92101015281441792221000000;42101015281441792222000000;89101015281441792223000000;83101015281441792227000000
215;Urząd Skarbowy;Strzyżów;38-100;Daszyńskiego 6;80101015282011622221000000;30101015282011622222000000;77101015282011622223000000;71101015282011622227000000
216;Urząd Skarbowy;Tarnobrzeg;39-400;Stanisława Wyspiańskiego 12;04101015281440492221000000;51101015281440492222000000;98101015281440492223000000;92101015281440492227000000
217;Urząd Skarbowy;Ustrzyki Dolne;38-700;Mikołaja Kopernika 1;06101015280911122221000000;53101015280911122222000000;03101015280911122223000000;94101015280911122227000000
218;Urząd Skarbowy;Augustów;16-300;Żabia 7;05101010490213402221000000;52101010490213402222000000;02101010490213402223000000;93101010490213402227000000
219;Pierwszy Urząd Skarbowy;Białystok;15-219;Świętojańska 13;95101010490071392221000000;45101010490071392222000000;92101010490071392223000000;86101010490071392227000000
220;Drugi Urząd Skarbowy;Białystok;15-502;Plażowa 17;19101010490026002221000000;66101010490026002222000000;16101010490026002223000000;10101010490026002227000000
221;Urząd Skarbowy;Bielsk Podlaski;17-100;Adama Mickiewicza 33;73101010490106472221000000;23101010490106472222000000;70101010490106472223000000;64101010490106472227000000
222;Urząd Skarbowy;Grajewo;19-200;Elewatorska 8;35101010490017332221000000;82101010490017332222000000;32101010490017332223000000;26101010490017332227000000
223;Urząd Skarbowy;Kolno;18-500;Wojska Polskiego 20;82101010490016902221000000;32101010490016902222000000;79101010490016902223000000;73101010490016902227000000
224;Urząd Skarbowy;Łomża;18-400;Polowa 47;05101010490009702221000000;52101010490009702222000000;02101010490009702223000000;93101010490009702227000000
225;Urząd Skarbowy;Mońki;19-100;Ełcka 41A;49101010490005502221000000;96101010490005502222000000;46101010490005502223000000;40101010490005502227000000
226;Urząd Skarbowy;Siemiatycze;17-300;Pałacowa 18;07101010490275732221000000;54101010490275732222000000;04101010490275732223000000;95101010490275732227000000
227;Urząd Skarbowy;Sokółka;16-100;Białostocka 47;09101010490180922221000000;56101010490180922222000000;06101010490180922223000000;97101010490180922227000000
228;Urząd Skarbowy;Suwałki;16-400;1 Maja 2A;03101010490001692221000000;50101010490001692222000000;97101010490001692223000000;91101010490001692227000000
229;Urząd Skarbowy;Wysokie Mazowieckie;18-200;Ludowa 21;91101010490002992221000000;41101010490002992222000000;88101010490002992223000000;82101010490002992227000000
230;Urząd Skarbowy;Zambrów;18-300;Jantarowa 16;93101010490005182221000000;43101010490005182222000000;90101010490005182223000000;84101010490005182227000000
231;Urząd Skarbowy;Bytów;77-100;1 Maja 16;59101011400008372221000000;09101011400008372222000000;56101011400008372223000000;50101011400008372227000000
232;Urząd Skarbowy;Chojnice;89-600;Młyńska 22;05101011400005502221000000;52101011400005502222000000;02101011400005502223000000;93101011400005502227000000
233;Urząd Skarbowy;Człuchów;77-300;Jerzego z Dąbrowy 5 E;43101011400017042221000000;90101011400017042222000000;40101011400017042223000000;34101011400017042227000000
234;Pierwszy Urząd Skarbowy;Gdańsk;80-822;Rzeźnicka 54/56;20101011400149482221000000;67101011400149482222000000;17101011400149482223000000;11101011400149482227000000
235;Drugi Urząd Skarbowy;Gdańsk;80-391;Kołobrzeska 43;83101011400066662221000000;33101011400066662222000000;80101011400066662223000000;74101011400066662227000000
236;Trzeci Urząd Skarbowy;Gdańsk;80-560;Żaglowa 2;81101011400165352221000000;31101011400165352222000000;78101011400165352223000000;72101011400165352227000000
237;Pierwszy Urząd Skarbowy;Gdynia;81-353;Władysława IV 2/4;98101011400143712221000000;48101011400143712222000000;95101011400143712223000000;89101011400143712227000000
238;Drugi Urząd Skarbowy;Gdynia;81-061;Hutnicza 25;51101011400165482221000000;98101011400165482222000000;48101011400165482223000000;42101011400165482227000000
239;Urząd Skarbowy;Kartuzy;83-300;Kościerska 13;81101011400144012221000000;31101011400144012222000000;78101011400144012223000000;72101011400144012227000000
240;Urząd Skarbowy;Kościerzyna;83-400;Stanisława Staszica 6;29101011400144302221000000;76101011400144302222000000;26101011400144302223000000;20101011400144302227000000
241;Urząd Skarbowy;Kwidzyn;82-500;3 Maja 6;10101011400023102221000000;57101011400023102222000000;07101011400023102223000000;98101011400023102227000000
242;Urząd Skarbowy;Lębork;84-300;Słupska 23;17101011400078782221000000;64101011400078782222000000;14101011400078782223000000;08101011400078782227000000
243;Urząd Skarbowy;Malbork;82-200;Mikołaja Kopernika 10;47101011400023362221000000;94101011400023362222000000;44101011400023362223000000;38101011400023362227000000
244;Urząd Skarbowy;Pruszcz Gdański;83-000;Ignacego Łukasiewicza 2;66101011400200822221000000;16101011400200822222000000;63101011400200822223000000;57101011400200822227000000
245;Urząd Skarbowy;Puck;84-100;Komandora Edwarda Szystowskiego 18;68101011400143842221000000;18101011400143842222000000;65101011400143842223000000;59101011400143842227000000
246;Urząd Skarbowy;Słupsk;76-200;Szczecińska 59;27101011400030562221000000;74101011400030562222000000;24101011400030562223000000;18101011400030562227000000
247;Urząd Skarbowy;Sopot;81-808;23 Marca 9/11;90101011400143682221000000;40101011400143682222000000;87101011400143682223000000;81101011400143682227000000
248;Urząd Skarbowy;Starogard Gdański;83-200;Lubichowska 4;96101011400144432221000000;46101011400144432222000000;93101011400144432223000000;87101011400144432227000000
249;Urząd Skarbowy;Tczew;83-100;Gdańska 33;66101011400144562221000000;16101011400144562222000000;63101011400144562223000000;57101011400144562227000000
250;Urząd Skarbowy;Wejherowo;84-200;Jana III Sobieskiego 346;38101011400143972221000000;85101011400143972222000000;35101011400143972223000000;29101011400143972227000000
251;Urząd Skarbowy;Będzin;42-500;I Armii Wojska Polskiego 1;48101012123050332221000000;95101012123050332222000000;45101012123050332223000000;39101012123050332227000000
252;Pierwszy Urząd Skarbowy;Bielsko-Biała;43-300;Teodora Sixta 17;67101012120049102221000000;17101012120049102222000000;64101012120049102223000000;58101012120049102227000000
253;Drugi Urząd Skarbowy;Bielsko-Biała;43-300;Generała Stanisława Maczka 73;84101012120056562221000000;34101012120056562222000000;81101012120056562223000000;75101012120056562227000000
254;Urząd Skarbowy;Bytom;41-902;Wrocławska 92;46101012123051052221000000;93101012123051052222000000;43101012123051052223000000;37101012123051052227000000
255;Urząd Skarbowy;Chorzów;41-506;Armii Krajowej 5;37101012123073692221000000;84101012123073692222000000;34101012123073692223000000;28101012123073692227000000
256;Urząd Skarbowy;Cieszyn;43-400;Ignacego Kraszewskiego 4;91101012120027852221000000;41101012120027852222000000;88101012120027852223000000;82101012120027852227000000
257;Urząd Skarbowy;Czechowice-Dziedzice;43-502;Nad Białką 1A;73101012120003292221000000;23101012120003292222000000;70101012120003292223000000;64101012120003292227000000
258;Pierwszy Urząd Skarbowy;Częstochowa;42-200;Filomatów 18/20;24101012120014142221000000;71101012120014142222000000;21101012120014142223000000;15101012120014142227000000
259;Drugi Urząd Skarbowy;Częstochowa;42-200;Tkacka 3;06101012120016742221000000;53101012120016742222000000;03101012120016742223000000;94101012120016742227000000
260;Urząd Skarbowy;Dąbrowa Górnicza;41-300;Zygmunta Krasińskiego 33A;41101012123054792221000000;88101012123054792222000000;38101012123054792223000000;32101012123054792227000000
261;Pierwszy Urząd Skarbowy;Gliwice;44-100;Góry Chełmskiej 15;32101012123055122221000000;79101012123055122222000000;29101012123055122223000000;23101012123055122227000000
262;Drugi Urząd Skarbowy;Gliwice;44-100;Młodego Hutnika 2;72101012123185252221000000;22101012123185252222000000;69101012123185252223000000;63101012123185252227000000
263;Urząd Skarbowy;Jastrzębie-Zdrój;44-335;11 Listopada 13;02101012123068832221000000;49101012123068832222000000;96101012123068832223000000;90101012123068832227000000
264;Urząd Skarbowy;Jaworzno;43-600;Grunwaldzka 274;14101012123057722221000000;61101012123057722222000000;11101012123057722223000000;05101012123057722227000000
265;Pierwszy Urząd Skarbowy;Katowice;40-063;Żwirki i Wigury 17;89101012120011112221000000;39101012120011112222000000;86101012120011112223000000;80101012120011112227000000
266;Drugi Urząd Skarbowy;Katowice;40-282;Ignacego Jana Paderewskiego 32B;11101012123165502221000000;58101012123165502222000000;08101012123165502223000000;02101012123165502227000000
267;Urząd Skarbowy;Kłobuck;42-100;Rynek Jana Pawła II nr 13;45101012120015312221000000;92101012120015312222000000;42101012120015312223000000;36101012120015312227000000
268;Urząd Skarbowy;Lubliniec;42-700;Ignacego Paderewskiego 7B;17101012120014722221000000;64101012120014722222000000;14101012120014722223000000;08101012120014722227000000
269;Urząd Skarbowy;Mikołów;43-190;Maksymiliana Hubera 4;84101012123068412221000000;34101012123068412222000000;81101012123068412223000000;75101012123068412227000000
270;Urząd Skarbowy;Mysłowice;41-400;Adama Mickiewicza 4;78101012123059902221000000;28101012123059902222000000;75101012123059902223000000;69101012123059902227000000
271;Urząd Skarbowy;Myszków;42-300;Kazimierza Pułaskiego 68;54101012120014982221000000;04101012120014982222000000;51101012120014982223000000;45101012120014982227000000
272;Urząd Skarbowy;Piekary Śląskie;41-940;Bytomska 92;69101012123187302221000000;19101012123187302222000000;66101012123187302223000000;60101012123187302227000000
273;Urząd Skarbowy;Pszczyna;43-200;3 Maja 4;23101012123060302221000000;70101012123060302222000000;20101012123060302223000000;14101012123060302227000000
274;Urząd Skarbowy;Racibórz;47-400;Stanisława Drzymały 32;75101012123060982221000000;25101012123060982222000000;72101012123060982223000000;66101012123060982227000000
275;Urząd Skarbowy;Ruda Śląska;41-700;Kokotek 6;04101012123062292221000000;51101012123062292222000000;98101012123062292223000000;92101012123062292227000000
276;Urząd Skarbowy;Rybnik;44-200;Plac Armii Krajowej 3;31101012123064212221000000;78101012123064212222000000;28101012123064212223000000;22101012123064212227000000
277;Urząd Skarbowy;Siemianowice Śląskie;41-100;Generała Karola Świerczewskiego 84;75101012123116272221000000;25101012123116272222000000;72101012123116272223000000;66101012123116272227000000
278;Urząd Skarbowy;Sosnowiec;41-200;3 Maja 20;14101012123065482221000000;61101012123065482222000000;11101012123065482223000000;05101012123065482227000000
279;Urząd Skarbowy;Tarnowskie Góry;42-600;Opolska 23;93101012123067112221000000;43101012123067112222000000;90101012123067112223000000;84101012123067112227000000
280;Urząd Skarbowy;Tychy;43-100;al. Niepodległości 60;76101012123068382221000000;26101012123068382222000000;73101012123068382223000000;67101012123068382227000000
281;Urząd Skarbowy;Wodzisław Śląski;44-300;Bartosza Głowackiego 4;32101012123068702221000000;79101012123068702222000000;29101012123068702223000000;23101012123068702227000000
282;Urząd Skarbowy;Zabrze;41-800;Bytomska 2;05101012123070662221000000;52101012123070662222000000;02101012123070662223000000;93101012123070662227000000
283;Urząd Skarbowy;Zawiercie;42-400;Leśna 8;02101012123072712221000000;49101012123072712222000000;96101012123072712223000000;90101012123072712227000000
284;Urząd Skarbowy;Żory;44-240;Wodzisławska 1;10101012123115422221000000;57101012123115422222000000;07101012123115422223000000;98101012123115422227000000
285;Urząd Skarbowy;Żywiec;34-300;Krasińskiego 11;91101012120014272221000000;41101012120014272222000000;88101012120014272223000000;82101012120014272227000000
286;Urząd Skarbowy;Busko-Zdrój;28-100;12 Stycznia 17;04101012380800992221000000;51101012380800992222000000;98101012380800992223000000;92101012380800992227000000
287;Urząd Skarbowy;Jędrzejów;28-300;11 Listopada 33;90101012380802042221000000;40101012380802042222000000;87101012380802042223000000;81101012380802042227000000
288;Pierwszy Urząd Skarbowy;Kielce;25-661;Wróbla 17;29101012380803632221000000;76101012380803632222000000;26101012380803632223000000;20101012380803632227000000
289;Drugi Urząd Skarbowy;Kielce;25-647;Częstochowska 20;05101012380850102221000000;52101012380850102222000000;02101012380850102223000000;93101012380850102227000000
290;Urząd Skarbowy;Końskie;26-200;Marszałka Piłsudskiego 156B;56101012380809432221000000;06101012380809432222000000;53101012380809432223000000;47101012380809432227000000
291;Urząd Skarbowy;Opatów;27-500;Jana Kilińskiego 9;84101012380852702221000000;34101012380852702222000000;81101012380852702223000000;75101012380852702227000000
292;Urząd Skarbowy;Ostrowiec Świętokrzyski;27-400;Polna 11;37101012380811422221000000;84101012380811422222000000;34101012380811422223000000;28101012380811422227000000
293;Urząd Skarbowy;Pińczów;28-400;Grodziskowa 1;82101012380811712221000000;32101012380811712222000000;79101012380811712223000000;73101012380811712227000000
294;Urząd Skarbowy;Sandomierz;27-600;Żydowska 1;54101012380852832221000000;04101012380852832222000000;51101012380852832223000000;45101012380852832227000000
295;Urząd Skarbowy;Skarżysko-Kamienna;26-110;1 Maja 56;28101012380812722221000000;75101012380812722222000000;25101012380812722223000000;19101012380812722227000000
296;Urząd Skarbowy;Starachowice;27-200;Składowa 33;71101012380813732221000000;21101012380813732222000000;68101012380813732223000000;62101012380813732227000000
297;Urząd Skarbowy;Staszów;28-200;Oględowska 12;67101012380853002221000000;17101012380853002222000000;64101012380853002223000000;58101012380853002227000000
298;Urząd Skarbowy;Bartoszyce;11-200;Bohaterów Warszawy 5;12101013970080062221000000;59101013970080062222000000;09101013970080062223000000;03101013970080062227000000
299;Urząd Skarbowy;Braniewo;14-500;Jana Matejki 6;54101013970023232221000000;04101013970023232222000000;51101013970023232223000000;45101013970023232227000000
300;Urząd Skarbowy;Działdowo;13-200;Plac Mickiewicza 26;69101013970010072221000000;19101013970010072222000000;66101013970010072223000000;60101013970010072227000000
301;Urząd Skarbowy;Elbląg;82-300;Adama Mickiewicza 43;66101013970025702221000000;16101013970025702222000000;63101013970025702223000000;57101013970025702227000000
302;Urząd Skarbowy;Ełk;19-300;Wojska Polskiego 67;47101013970010232221000000;94101013970010232222000000;44101013970010232223000000;38101013970010232227000000
303;Urząd Skarbowy;Giżycko;11-500;I Dywizji im. Tadeusza Kościuszki 15;77101013970010102221000000;27101013970010102222000000;74101013970010102223000000;68101013970010102227000000
304;Urząd Skarbowy;Iława;14-200;Wojska Polskiego 26;18101013970081782221000000;65101013970081782222000000;15101013970081782223000000;09101013970081782227000000
305;Urząd Skarbowy;Kętrzyn;11-400;Powstańców Warszawy 13;80101013970080802221000000;30101013970080802222000000;77101013970080802223000000;71101013970080802227000000
306;Urząd Skarbowy;Nidzica;13-100;Żeromskiego 11;26101013970081812221000000;73101013970081812222000000;23101013970081812223000000;17101013970081812227000000
307;Urząd Skarbowy;Nowe Miasto Lubawskie;13-300;Działyńskich 3;92101013970010522221000000;42101013970010522222000000;89101013970010522223000000;83101013970010522227000000
308;Urząd Skarbowy;Olecko;19-400;Wojska Polskiego 7;84101013970010492221000000;34101013970010492222000000;81101013970010492223000000;75101013970010492227000000
309;Urząd Skarbowy;Olsztyn;10-950;al. Marszałka Józefa Piłsudskiego 59;87101013970055002221000000;37101013970055002222000000;84101013970055002223000000;78101013970055002227000000
310;Urząd Skarbowy;Ostróda;14-100;Olsztyńska 5B;33101013970081232221000000;80101013970081232222000000;30101013970081232223000000;24101013970081232227000000
311;Urząd Skarbowy;Pisz;12-200;Okopowa 2;17101013970010362221000000;64101013970010362222000000;14101013970010362223000000;08101013970010362227000000
312;Urząd Skarbowy;Szczytno;12-100;Warszawska 5;93101013970081942221000000;43101013970081942222000000;90101013970081942223000000;84101013970081942227000000
313;Urząd Skarbowy;Chodzież;64-800;Ofiar Gór Morzewskich 1;88101014690007072221000000;38101014690007072222000000;85101014690007072223000000;79101014690007072227000000
314;Urząd Skarbowy;Czarnków;64-700;Pocztowa 4;52101014690061742221000000;02101014690061742222000000;49101014690061742223000000;43101014690061742227000000
315;Urząd Skarbowy;Gniezno;62-200;Spichrzowa 4;03101014690013422221000000;50101014690013422222000000;97101014690013422223000000;91101014690013422227000000
316;Urząd Skarbowy;Gostyń;63-800;Lipowa 2;53101014690035192221000000;03101014690035192222000000;50101014690035192223000000;44101014690035192227000000
317;Urząd Skarbowy;Grodzisk Wielkopolski;62-065;Chopina 7;67101014690040822221000000;17101014690040822222000000;64101014690040822223000000;58101014690040822227000000
318;Urząd Skarbowy;Jarocin;63-200;Osiedle Kościuszki 21;33101014690000682221000000;80101014690000682222000000;30101014690000682223000000;24101014690000682227000000
319;Pierwszy Urząd Skarbowy;Kalisz;62-800;Wrocławska 12;61101014690001272221000000;11101014690001272222000000;58101014690001272223000000;52101014690001272227000000
320;Drugi Urząd Skarbowy;Kalisz;62-800;Targowa 1;26101014690004172221000000;73101014690004172222000000;23101014690004172223000000;17101014690004172227000000
321;Urząd Skarbowy;Kępno;63-600;Rynek 4;41101014690000712221000000;88101014690000712222000000;38101014690000712223000000;32101014690000712227000000
322;Urząd Skarbowy;Koło;62-600;Bolesława Prusa 10;91101014690001142221000000;41101014690001142222000000;88101014690001142223000000;82101014690001142227000000
323;Urząd Skarbowy;Konin;62-510;Zakładowa 7A;07101014690002282221000000;54101014690002282222000000;04101014690002282223000000;95101014690002282227000000
324;Urząd Skarbowy;Kościan;64-000;Młyńska 5;31101014690035352221000000;78101014690035352222000000;28101014690035352223000000;22101014690035352227000000
325;Urząd Skarbowy;Krotoszyn;63-700;Polna 32;11101014690000842221000000;58101014690000842222000000;08101014690000842223000000;02101014690000842227000000
326;Urząd Skarbowy;Leszno;64-100;Adama Mickiewicza 7;05101014690016582221000000;52101014690016582222000000;02101014690016582223000000;93101014690016582227000000
327;Urząd Skarbowy;Międzychód;64-400;Marszałka Piłsudskiego 2;61101014690048802221000000;11101014690048802222000000;58101014690048802223000000;52101014690048802227000000
328;Urząd Skarbowy;Nowy Tomyśl;64-300;Kolejowa 38;25101014690009382221000000;72101014690009382222000000;22101014690009382223000000;16101014690009382227000000
329;Urząd Skarbowy;Oborniki;64-600;Rynek 4;96101014690007102221000000;46101014690007102222000000;93101014690007102223000000;87101014690007102227000000
330;Urząd Skarbowy;Ostrów Wielkopolski;63-400;Chłapowskiego 45;78101014690000972221000000;28101014690000972222000000;75101014690000972223000000;69101014690000972227000000
331;Urząd Skarbowy;Ostrzeszów;63-500;Władysława Grabskiego 1;34101014690004202221000000;81101014690004202222000000;31101014690004202223000000;25101014690004202227000000
332;Urząd Skarbowy;Piła;64-920;Juliusza Kossaka 106;86101014690059202221000000;36101014690059202222000000;83101014690059202223000000;77101014690059202227000000
333;Urząd Skarbowy;Pleszew;63-300;M. Bogusza 6;66101014690007232221000000;16101014690007232222000000;63101014690007232223000000;57101014690007232227000000
334;Urząd Skarbowy Poznań-Grunwald;Poznań;60-179;Mariana Smoluchowskiego 1;72101014690037082221000000;22101014690037082222000000;69101014690037082223000000;63101014690037082227000000
335;Urząd Skarbowy Poznań-Jeżyce;Poznań;60-823;Juliusza Słowackiego 22;32101014690026262221000000;79101014690026262222000000;29101014690026262223000000;23101014690026262227000000
336;Urząd Skarbowy Poznań-Nowe Miasto;Poznań;61-055;Warszawska 183/185;20101014690041252221000000;67101014690041252222000000;17101014690041252223000000;11101014690041252227000000
337;Pierwszy Urząd Skarbowy;Poznań;60-965;Dezyderego Chłapowskiego 17/18;18101014690000262221000000;65101014690000262222000000;15101014690000262223000000;09101014690000262227000000
338;Urząd Skarbowy Poznań-Wilda;Poznań;61-558;Wierzbięcice 45;21101014690032162221000000;68101014690032162222000000;18101014690032162223000000;12101014690032162227000000
339;Urząd Skarbowy Poznań-Winogrady;Poznań;60-685;Zygmunta Wojciechowskiego 3/5;09101014690039392221000000;56101014690039392222000000;06101014690039392223000000;97101014690039392227000000
340;Urząd Skarbowy;Rawicz;63-900;Stanisława Staszica 4;39101014690022772221000000;86101014690022772222000000;36101014690022772223000000;30101014690022772227000000
341;Urząd Skarbowy;Słupca;62-400;Wspólna 1;28101014690003452221000000;75101014690003452222000000;25101014690003452223000000;19101014690003452227000000
342;Urząd Skarbowy;Szamotuły;64-500;Bolesława Chrobrego 17A;67101014690015602221000000;17101014690015602222000000;64101014690015602223000000;58101014690015602227000000
343;Urząd Skarbowy;Śrem;63-100;Wojska Polskiego 12;08101014690006772221000000;55101014690006772222000000;05101014690006772223000000;96101014690006772227000000
344;Urząd Skarbowy;Środa Wielkopolska;63-000;Harcerska 2;86101014690004882221000000;36101014690004882222000000;83101014690004882223000000;77101014690004882227000000
345;Urząd Skarbowy;Turek;62-700;Konińska 1;93101014690000422221000000;43101014690000422222000000;90101014690000422223000000;84101014690000422227000000
346;Urząd Skarbowy;Wągrowiec;62-100;Kościuszki 19A;13101014690062202221000000;60101014690062202222000000;10101014690062202223000000;04101014690062202227000000
347;Urząd Skarbowy;Wolsztyn;64-200;Dworcowa 15;19101014690046462221000000;66101014690046462222000000;16101014690046462223000000;10101014690046462227000000
348;Urząd Skarbowy;Września;62-300;Warszawska 26;77101014690009092221000000;27101014690009092222000000;74101014690009092223000000;68101014690009092227000000
349;Urząd Skarbowy;Złotów;77-400;al. Piasta 25;28101014690062622221000000;75101014690062622222000000;25101014690062622223000000;19101014690062622227000000
350;Urząd Skarbowy;Białogard;78-200;Mickiewicza 3;70101015990176332221000000;20101015990176332222000000;67101015990176332223000000;61101015990176332227000000
351;Urząd Skarbowy;Choszczno;73-200;22 lipca 16;29101015990000972221000000;76101015990000972222000000;26101015990000972223000000;20101015990000972227000000
352;Urząd Skarbowy;Drawsko Pomorskie;78-500;Marszałka Józefa Piłsudskiego 35-37;40101015990176462221000000;87101015990176462222000000;37101015990176462223000000;31101015990176462227000000
353;Urząd Skarbowy;Goleniów;72-100;Plac Lotników 1;57101015990056852221000000;07101015990056852222000000;54101015990056852223000000;48101015990056852227000000
354;Urząd Skarbowy;Gryfice;72-300;Niepodległości 54A;27101015990056982221000000;74101015990056982222000000;24101015990056982223000000;18101015990056982227000000
355;Urząd Skarbowy;Gryfino;74-100;Szczecińska 24;70101015990057022221000000;20101015990057022222000000;67101015990057022223000000;61101015990057022227000000
356;Urząd Skarbowy;Kamień Pomorski;72-400;Mieszka I 5B;87101015990056722221000000;37101015990056722222000000;84101015990056722223000000;78101015990056722227000000
357;Urząd Skarbowy;Kołobrzeg;78-100;Amii Krajowej 2;10101015990176592221000000;57101015990176592222000000;07101015990176592223000000;98101015990176592227000000
358;Pierwszy Urząd Skarbowy;Koszalin;75-216;Przemysłowa 3;67101015990190992221000000;17101015990190992222000000;64101015990190992223000000;58101015990190992227000000
359;Drugi Urząd Skarbowy;Koszalin;75-549;Stanisława Moniuszki 15;89101015990144272221000000;39101015990144272222000000;86101015990144272223000000;80101015990144272227000000
360;Urząd Skarbowy;Myślibórz;74-300;Felczaka 18;12101015990001272221000000;59101015990001272222000000;09101015990001272223000000;03101015990001272227000000
361;Urząd Skarbowy;Pyrzyce;74-200;1 Maja 16;10101015990057282221000000;57101015990057282222000000;07101015990057282223000000;98101015990057282227000000
362;Urząd Skarbowy;Stargard Szczeciński;73-110;Towarowa 15;85101015990057442221000000;35101015990057442222000000;82101015990057442223000000;76101015990057442227000000
363;Pierwszy Urząd Skarbowy;Szczecin;70-217;Michała Drzymały 5;65101015990039422221000000;15101015990039422222000000;62101015990039422223000000;56101015990039422227000000
